time,lasttime,lat,lng,speed,course,altitude,comment,Unit,hour,c,unit2
2018-08-26 06:29:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:29:00,2018-08-26 06:29:00,38.96013,-77.35486,0.0,96.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:29:00,2018-08-26 06:28:00,38.95991,-77.35466,2.0,285.0,211.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:29:00,2018-08-26 06:28:00,38.968,-77.42933000000002,107.0,180.0,92.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:30:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:30:00,2018-08-26 06:30:00,38.9445,-77.42317,72.0,123.0,90.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:30:00,2018-08-26 06:28:00,38.95991,-77.35466,2.0,285.0,211.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:30:00,2018-08-26 06:30:00,38.961079999999995,-77.35423,49.0,0.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:31:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:31:00,2018-08-26 06:31:00,38.96692,-77.35375,0.0,4.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:31:00,2018-08-26 06:30:00,38.9445,-77.42317,72.0,123.0,90.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:31:00,2018-08-26 06:28:00,38.95991,-77.35466,2.0,285.0,211.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:32:00,2018-08-26 06:30:00,38.9445,-77.42317,72.0,123.0,90.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:32:00,2018-08-26 06:28:00,38.95991,-77.35466,2.0,285.0,211.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:32:00,2018-08-26 06:32:00,38.9718,-77.35212,55.0,352.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:32:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:33:00,2018-08-26 06:30:00,38.9445,-77.42317,72.0,123.0,90.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:33:00,2018-08-26 06:33:00,38.97617,-77.34789,30.0,148.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:33:00,2018-08-26 06:28:00,38.95991,-77.35466,2.0,285.0,211.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:33:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:34:00,2018-08-26 06:34:00,38.97919,-77.34441,18.0,29.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:34:00,2018-08-26 06:28:00,38.95991,-77.35466,2.0,285.0,211.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:34:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:34:00,2018-08-26 06:34:00,38.93983,-77.38417,22.0,85.0,126.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
