"PT_NUMBER","PLANT","SRC_UNIT","NUCLIDE","ACTIVITY","ACT_UNITS","Max0Avg1Sum2","NUCTYPEIMPTYPE","SOURCE","STARTDATE","ENDDATE","DURATION_MIN","FLOW_RATE","FLOW_UNITS","REL_VOL","REL_UNITS","RELEASE_SOURCE","DISCHARGE_POINT","REL_MODE_OR_DIL","IS_MDA","BATCHORCONT","ALLOCATION_PERCENT"
2016022,"Byron","Unit 2","H-3","1.07E-06","uCi/cc","NA","","",1/22/2016 22:13:00,1/22/2016 23:22:00,69.00,"1.30E+03","cfm","8.95E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016023,"Byron","Unit 1","H-3","0.00E+00","uCi/cc","NA","","",1/15/2016 23:04:00,1/16/2016 1:56:00,172.00,"2.83E+00","cfm","4.87E+02","cf","Waste Gas Decay Tank (A-F)","Waste Gas Decay Tank (A-F)","ground","","B",100
2016023,"Byron","Unit 1","XE-133","1.39E-05","uCi/cc","NA","","",1/15/2016 23:04:00,1/16/2016 1:56:00,172.00,"2.83E+00","cfm","4.87E+02","cf","Waste Gas Decay Tank (A-F)","Waste Gas Decay Tank (A-F)","ground","","B",100
2016023,"Byron","Unit 1","CO-58","1.98E-07","uCi/ml","NA","","",4/13/2016 16:56:00,4/13/2016 18:16:00,80.00,"2.84E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016023,"Byron","Unit 1","CO-60","1.71E-07","uCi/ml","NA","","",4/13/2016 16:56:00,4/13/2016 18:16:00,80.00,"2.84E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016023,"Byron","Unit 1","H-3","1.41E-01","uCi/ml","NA","","",4/13/2016 16:56:00,4/13/2016 18:16:00,80.00,"2.84E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016024,"Byron","Unit 2","H-3","4.99E-07","uCi/cc","NA","","",1/14/2016 13:06:00,1/14/2016 14:17:00,71.00,"1.45E+03","cfm","1.03E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016024,"Byron","Unit 1","CO-58","3.15E-07","uCi/ml","NA","","",4/20/2016 12:15:00,4/20/2016 14:08:00,113.00,"1.95E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016024,"Byron","Unit 1","CO-60","2.03E-07","uCi/ml","NA","","",4/20/2016 12:15:00,4/20/2016 14:08:00,113.00,"1.95E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016024,"Byron","Unit 1","H-3","2.26E-01","uCi/ml","NA","","",4/20/2016 12:15:00,4/20/2016 14:08:00,113.00,"1.95E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016025,"Byron","Unit 1","H-3","4.38E-07","uCi/cc","NA","","",1/22/2016 22:12:00,1/22/2016 23:27:00,75.00,"1.45E+03","cfm","1.09E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016025,"Byron","Unit 1","CO-58","3.05E-07","uCi/ml","NA","","",4/21/2016 23:39:00,4/22/2016 1:33:00,114.00,"1.97E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016025,"Byron","Unit 1","CO-60","1.01E-07","uCi/ml","NA","","",4/21/2016 23:39:00,4/22/2016 1:33:00,114.00,"1.97E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016025,"Byron","Unit 1","H-3","1.95E-01","uCi/ml","NA","","",4/21/2016 23:39:00,4/22/2016 1:33:00,114.00,"1.97E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016026,"Byron","Unit 2","H-3","5.94E-07","uCi/cc","NA","","",1/25/2016 2:43:00,1/25/2016 3:47:00,64.00,"1.48E+03","cfm","9.44E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016026,"Byron","Unit 1","CO-58","3.22E-07","uCi/ml","NA","","",4/22/2016 17:28:00,4/22/2016 19:31:00,123.00,"1.80E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016026,"Byron","Unit 1","CO-60","1.05E-07","uCi/ml","NA","","",4/22/2016 17:28:00,4/22/2016 19:31:00,123.00,"1.80E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016026,"Byron","Unit 1","H-3","2.21E-01","uCi/ml","NA","","",4/22/2016 17:28:00,4/22/2016 19:31:00,123.00,"1.80E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016027,"Byron","Unit 1","H-3","4.62E-07","uCi/cc","NA","","",1/24/2016 17:46:00,1/24/2016 18:55:00,69.00,"1.57E+03","cfm","1.08E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016027,"Byron","Unit 1","CO-58","1.54E-06","uCi/ml","NA","","",4/23/2016 23:19:00,4/24/2016 0:43:00,84.00,"2.66E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016027,"Byron","Unit 1","CO-60","1.94E-07","uCi/ml","NA","","",4/23/2016 23:19:00,4/24/2016 0:43:00,84.00,"2.66E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016027,"Byron","Unit 1","CR-51","9.80E-07","uCi/ml","NA","","",4/23/2016 23:19:00,4/24/2016 0:43:00,84.00,"2.66E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016027,"Byron","Unit 1","FE-59","2.12E-07","uCi/ml","NA","","",4/23/2016 23:19:00,4/24/2016 0:43:00,84.00,"2.66E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016027,"Byron","Unit 1","H-3","1.60E-01","uCi/ml","NA","","",4/23/2016 23:19:00,4/24/2016 0:43:00,84.00,"2.66E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016028,"Byron","Unit 1","H-3","4.62E-07","uCi/cc","NA","","",1/27/2016 5:53:00,1/27/2016 6:46:00,53.00,"1.61E+03","cfm","8.54E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016028,"Byron","Unit 1","CO-58","1.26E-06","uCi/ml","NA","","",4/25/2016 14:30:00,4/25/2016 15:50:00,80.00,"2.73E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016028,"Byron","Unit 1","CO-60","1.28E-07","uCi/ml","NA","","",4/25/2016 14:30:00,4/25/2016 15:50:00,80.00,"2.73E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016028,"Byron","Unit 1","H-3","1.56E-01","uCi/ml","NA","","",4/25/2016 14:30:00,4/25/2016 15:50:00,80.00,"2.73E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016029,"Byron","Unit 2","H-3","4.34E-07","uCi/cc","NA","","",1/28/2016 0:48:00,1/28/2016 1:58:00,70.00,"1.50E+03","cfm","1.05E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016029,"Byron","Unit 1","CO-58","1.17E-06","uCi/ml","NA","","",4/26/2016 7:59:00,4/26/2016 9:12:00,73.00,"2.98E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016029,"Byron","Unit 1","CO-60","1.35E-07","uCi/ml","NA","","",4/26/2016 7:59:00,4/26/2016 9:12:00,73.00,"2.98E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016029,"Byron","Unit 1","CR-51","6.35E-07","uCi/ml","NA","","",4/26/2016 7:59:00,4/26/2016 9:12:00,73.00,"2.98E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016029,"Byron","Unit 1","H-3","1.42E-01","uCi/ml","NA","","",4/26/2016 7:59:00,4/26/2016 9:12:00,73.00,"2.98E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016030,"Byron","Unit 2","H-3","4.34E-07","uCi/cc","NA","","",1/30/2016 5:48:00,1/30/2016 6:23:00,35.00,"1.57E+03","cfm","5.49E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016030,"Byron","Unit 1","CO-58","9.81E-07","uCi/ml","NA","","",4/30/2016 3:26:00,4/30/2016 4:17:00,51.00,"3.51E+02","gpm","1.79E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016030,"Byron","Unit 1","CO-60","2.21E-07","uCi/ml","NA","","",4/30/2016 3:26:00,4/30/2016 4:17:00,51.00,"3.51E+02","gpm","1.79E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016030,"Byron","Unit 1","H-3","7.45E-02","uCi/ml","NA","","",4/30/2016 3:26:00,4/30/2016 4:17:00,51.00,"3.51E+02","gpm","1.79E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016031,"Byron","Unit 1","C-14","2.64E-09","uCi/cc","NA","","",1/11/2016 0:38:00,1/18/2016 0:55:00,10097.00,"1.13E+05","cfm","1.14E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016031,"Byron","Unit 1","H-3","1.03E-08","uCi/cc","NA","","",1/11/2016 0:38:00,1/18/2016 0:55:00,10097.00,"1.13E+05","cfm","1.14E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016031,"Byron","Unit 1","CO-58","2.38E-06","uCi/ml","NA","","",5/1/2016 13:15:00,5/1/2016 14:11:00,56.00,"4.07E+02","gpm","2.28E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016031,"Byron","Unit 1","CO-60","2.43E-07","uCi/ml","NA","","",5/1/2016 13:15:00,5/1/2016 14:11:00,56.00,"4.07E+02","gpm","2.28E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016031,"Byron","Unit 1","H-3","5.50E-02","uCi/ml","NA","","",5/1/2016 13:15:00,5/1/2016 14:11:00,56.00,"4.07E+02","gpm","2.28E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016031,"Byron","Unit 1","NB-95","7.56E-08","uCi/ml","NA","","",5/1/2016 13:15:00,5/1/2016 14:11:00,56.00,"4.07E+02","gpm","2.28E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016032,"Byron","Unit 2","C-14","1.86E-09","uCi/cc","NA","","",1/11/2016 0:40:00,1/18/2016 1:07:00,10107.00,"1.61E+05","cfm","1.63E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016032,"Byron","Unit 2","H-3","1.03E-08","uCi/cc","NA","","",1/11/2016 0:40:00,1/18/2016 1:07:00,10107.00,"1.61E+05","cfm","1.63E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016032,"Byron","Unit 1","CO-58","1.56E-06","uCi/ml","NA","","",5/2/2016 2:32:00,5/2/2016 3:25:00,53.00,"4.29E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016032,"Byron","Unit 1","CO-60","2.16E-07","uCi/ml","NA","","",5/2/2016 2:32:00,5/2/2016 3:25:00,53.00,"4.29E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016032,"Byron","Unit 1","CR-51","2.90E-07","uCi/ml","NA","","",5/2/2016 2:32:00,5/2/2016 3:25:00,53.00,"4.29E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016032,"Byron","Unit 1","H-3","3.12E-02","uCi/ml","NA","","",5/2/2016 2:32:00,5/2/2016 3:25:00,53.00,"4.29E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016033,"Byron","Unit 1","C-14","2.72E-09","uCi/cc","NA","","",1/18/2016 0:55:00,1/25/2016 0:55:00,10080.00,"1.10E+05","cfm","1.11E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016033,"Byron","Unit 1","H-3","6.38E-09","uCi/cc","NA","","",1/18/2016 0:55:00,1/25/2016 0:55:00,10080.00,"1.10E+05","cfm","1.11E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016033,"Byron","Unit 1","CO-58","1.24E-06","uCi/ml","NA","","",5/3/2016 2:16:00,5/3/2016 3:14:00,58.00,"3.93E+02","gpm","2.28E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016033,"Byron","Unit 1","CO-60","1.32E-07","uCi/ml","NA","","",5/3/2016 2:16:00,5/3/2016 3:14:00,58.00,"3.93E+02","gpm","2.28E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016033,"Byron","Unit 1","H-3","2.27E-02","uCi/ml","NA","","",5/3/2016 2:16:00,5/3/2016 3:14:00,58.00,"3.93E+02","gpm","2.28E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016034,"Byron","Unit 2","C-14","1.09E-09","uCi/cc","NA","","",1/18/2016 1:07:00,1/25/2016 0:57:00,10070.00,"2.75E+05","cfm","2.77E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016034,"Byron","Unit 2","H-3","1.73E-08","uCi/cc","NA","","",1/18/2016 1:07:00,1/25/2016 0:57:00,10070.00,"2.75E+05","cfm","2.77E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016034,"Byron","Unit 1","CO-58","8.07E-07","uCi/ml","NA","","",5/4/2016 8:56:00,5/4/2016 9:51:00,55.00,"4.02E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016034,"Byron","Unit 1","CO-60","1.27E-07","uCi/ml","NA","","",5/4/2016 8:56:00,5/4/2016 9:51:00,55.00,"4.02E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016034,"Byron","Unit 1","H-3","1.41E-02","uCi/ml","NA","","",5/4/2016 8:56:00,5/4/2016 9:51:00,55.00,"4.02E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016035,"Byron","Unit 1","H-3","4.24E-07","uCi/cc","NA","","",1/28/2016 4:26:00,1/28/2016 5:32:00,66.00,"1.54E+03","cfm","1.01E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016035,"Byron","Unit 1","H-3","1.27E-05","uCi/ml","NA","","",4/1/2016 0:00:00,5/1/2016 0:00:00,43200.00,"1.30E+04","gpm","5.60E+08","gal","Circulating Water Blowdown","Circulating Water Blowdown","Liquid","","C",100
2016036,"Byron","Unit 1","H-3","4.13E-07","uCi/cc","NA","","",1/30/2016 4:26:00,1/30/2016 5:29:00,63.00,"1.58E+03","cfm","9.97E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016036,"Byron","Unit 1","CO-58","7.42E-07","uCi/ml","NA","","",5/6/2016 13:19:00,5/6/2016 14:14:00,55.00,"4.13E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016036,"Byron","Unit 1","CO-60","8.69E-08","uCi/ml","NA","","",5/6/2016 13:19:00,5/6/2016 14:14:00,55.00,"4.13E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016036,"Byron","Unit 1","H-3","1.49E-02","uCi/ml","NA","","",5/6/2016 13:19:00,5/6/2016 14:14:00,55.00,"4.13E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016037,"Byron","Unit 1","H-3","4.21E-07","uCi/cc","NA","","",2/1/2016 22:53:00,2/1/2016 23:45:00,52.00,"1.57E+03","cfm","8.18E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016037,"Byron","Unit 1","CO-58","6.78E-07","uCi/ml","NA","","",5/8/2016 3:11:00,5/8/2016 4:08:00,57.00,"3.84E+02","gpm","2.19E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016037,"Byron","Unit 1","CO-60","6.34E-08","uCi/ml","NA","","",5/8/2016 3:11:00,5/8/2016 4:08:00,57.00,"3.84E+02","gpm","2.19E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016037,"Byron","Unit 1","H-3","6.11E-02","uCi/ml","NA","","",5/8/2016 3:11:00,5/8/2016 4:08:00,57.00,"3.84E+02","gpm","2.19E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016038,"Byron","Unit 2","H-3","5.74E-07","uCi/cc","NA","","",2/2/2016 13:14:00,2/2/2016 14:37:00,83.00,"1.48E+03","cfm","1.22E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016038,"Byron","Unit 1","CO-58","8.72E-07","uCi/ml","NA","","",5/8/2016 20:02:00,5/8/2016 20:56:00,54.00,"4.14E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016038,"Byron","Unit 1","CO-60","7.02E-08","uCi/ml","NA","","",5/8/2016 20:02:00,5/8/2016 20:56:00,54.00,"4.14E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016038,"Byron","Unit 1","H-3","5.37E-02","uCi/ml","NA","","",5/8/2016 20:02:00,5/8/2016 20:56:00,54.00,"4.14E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016039,"Byron","Unit 1","C-14","2.53E-09","uCi/cc","NA","","",1/25/2016 0:55:00,2/1/2016 0:54:00,10079.00,"1.10E+05","cfm","1.11E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016039,"Byron","Unit 1","H-3","4.41E-09","uCi/cc","NA","","",1/25/2016 0:55:00,2/1/2016 0:54:00,10079.00,"1.10E+05","cfm","1.11E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016039,"Byron","Unit 1","CO-58","2.67E-06","uCi/ml","NA","","",5/9/2016 20:49:00,5/9/2016 21:39:00,50.00,"4.37E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016039,"Byron","Unit 1","CO-60","1.21E-07","uCi/ml","NA","","",5/9/2016 20:49:00,5/9/2016 21:39:00,50.00,"4.37E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016039,"Byron","Unit 1","H-3","8.45E-02","uCi/ml","NA","","",5/9/2016 20:49:00,5/9/2016 21:39:00,50.00,"4.37E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016040,"Byron","Unit 2","C-14","1.66E-09","uCi/cc","NA","","",1/25/2016 0:57:00,2/1/2016 0:56:00,10079.00,"1.64E+05","cfm","1.65E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016040,"Byron","Unit 2","H-3","1.83E-08","uCi/cc","NA","","",1/25/2016 0:57:00,2/1/2016 0:56:00,10079.00,"1.64E+05","cfm","1.65E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016040,"Byron","Unit 1","CO-58","6.73E-07","uCi/ml","NA","","",5/10/2016 22:30:00,5/10/2016 23:21:00,51.00,"4.41E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016040,"Byron","Unit 1","CO-60","7.13E-08","uCi/ml","NA","","",5/10/2016 22:30:00,5/10/2016 23:21:00,51.00,"4.41E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016040,"Byron","Unit 1","H-3","5.01E-02","uCi/ml","NA","","",5/10/2016 22:30:00,5/10/2016 23:21:00,51.00,"4.41E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016041,"Byron","Unit 1","H-3","4.69E-07","uCi/cc","NA","","",2/2/2016 17:14:00,2/2/2016 18:08:00,54.00,"1.62E+03","cfm","8.73E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016041,"Byron","Unit 1","CO-58","7.59E-07","uCi/ml","NA","","",5/11/2016 20:13:00,5/11/2016 21:07:00,54.00,"3.93E+02","gpm","2.12E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016041,"Byron","Unit 1","CO-60","6.47E-08","uCi/ml","NA","","",5/11/2016 20:13:00,5/11/2016 21:07:00,54.00,"3.93E+02","gpm","2.12E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016041,"Byron","Unit 1","H-3","2.83E-02","uCi/ml","NA","","",5/11/2016 20:13:00,5/11/2016 21:07:00,54.00,"3.93E+02","gpm","2.12E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016042,"Byron","Unit 2","H-3","4.60E-07","uCi/cc","NA","","",2/6/2016 23:18:00,2/7/2016 0:38:00,80.00,"1.30E+03","cfm","1.04E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016042,"Byron","Unit 2","XE-133","3.39E-07","uCi/cc","NA","","",2/6/2016 23:18:00,2/7/2016 0:38:00,80.00,"1.30E+03","cfm","1.04E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016042,"Byron","Unit 1","CO-58","1.45E-06","uCi/ml","NA","","",5/14/2016 20:59:00,5/14/2016 21:57:00,58.00,"3.89E+02","gpm","2.26E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016042,"Byron","Unit 1","CO-60","9.19E-08","uCi/ml","NA","","",5/14/2016 20:59:00,5/14/2016 21:57:00,58.00,"3.89E+02","gpm","2.26E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016042,"Byron","Unit 1","H-3","8.70E-02","uCi/ml","NA","","",5/14/2016 20:59:00,5/14/2016 21:57:00,58.00,"3.89E+02","gpm","2.26E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016043,"Byron","Unit 1","H-3","3.85E-07","uCi/cc","NA","","",2/5/2016 12:02:00,2/5/2016 12:53:00,51.00,"1.60E+03","cfm","8.16E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016043,"Byron","Unit 1","CO-57","2.04E-08","uCi/ml","NA","","",5/16/2016 11:17:00,5/16/2016 12:34:00,77.00,"2.89E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016043,"Byron","Unit 1","CO-58","1.51E-06","uCi/ml","NA","","",5/16/2016 11:17:00,5/16/2016 12:34:00,77.00,"2.89E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016043,"Byron","Unit 1","CO-60","9.77E-08","uCi/ml","NA","","",5/16/2016 11:17:00,5/16/2016 12:34:00,77.00,"2.89E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016043,"Byron","Unit 1","H-3","1.32E-01","uCi/ml","NA","","",5/16/2016 11:17:00,5/16/2016 12:34:00,77.00,"2.89E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016044,"Byron","Unit 2","H-3","4.88E-07","uCi/cc","NA","","",2/9/2016 2:02:00,2/9/2016 2:45:00,43.00,"1.45E+03","cfm","6.24E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016044,"Byron","Unit 1","CO-58","2.56E-06","uCi/ml","NA","","",5/16/2016 20:01:00,5/16/2016 21:15:00,74.00,"2.92E+02","gpm","2.16E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016044,"Byron","Unit 1","CO-60","2.51E-07","uCi/ml","NA","","",5/16/2016 20:01:00,5/16/2016 21:15:00,74.00,"2.92E+02","gpm","2.16E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016044,"Byron","Unit 1","CR-51","1.02E-06","uCi/ml","NA","","",5/16/2016 20:01:00,5/16/2016 21:15:00,74.00,"2.92E+02","gpm","2.16E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016044,"Byron","Unit 1","FE-59","1.91E-07","uCi/ml","NA","","",5/16/2016 20:01:00,5/16/2016 21:15:00,74.00,"2.92E+02","gpm","2.16E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016044,"Byron","Unit 1","H-3","1.49E-01","uCi/ml","NA","","",5/16/2016 20:01:00,5/16/2016 21:15:00,74.00,"2.92E+02","gpm","2.16E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016044,"Byron","Unit 1","NB-95","5.21E-08","uCi/ml","NA","","",5/16/2016 20:01:00,5/16/2016 21:15:00,74.00,"2.92E+02","gpm","2.16E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016044,"Byron","Unit 1","TE-123M","3.47E-08","uCi/ml","NA","","",5/16/2016 20:01:00,5/16/2016 21:15:00,74.00,"2.92E+02","gpm","2.16E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
